order_id,customer_id,product_id,order_date,quantity,total_amount,order_status
ORD-90080,CUST-1035,PROD-5020,2026-06-02 06:24:28,1,3149.1,Delivered
ORD-90384,CUST-1175,PROD-5057,2026-06-02 07:40:29,1,202.5,Delivered
ORD-90036,CUST-1062,PROD-5036,2026-06-02 10:50:04,2,319.2,Delivered
ORD-90550,CUST-1105,PROD-5042,2026-06-02 12:44:27,1,807.5,Delivered
ORD-90563,CUST-1081,PROD-5036,2026-06-03 00:59:52,2,319.2,Delivered
ORD-90499,CUST-1073,PROD-5023,2026-06-03 03:01:49,2,4170.5,Cancelled
ORD-90065,CUST-1102,PROD-5050,2026-06-03 09:01:31,1,750.0,In-Transit
ORD-90163,CUST-1040,PROD-5035,2026-06-03 10:46:00,1,391.5,Cancelled
ORD-90407,CUST-1149,PROD-5032,2026-06-04 05:52:37,1,585.0,Delivered
ORD-90293,CUST-1079,PROD-5027,2026-06-04 08:02:59,1,513.0,Delivered
ORD-90720,CUST-1147,PROD-5047,2026-06-04 08:58:01,1,1399.2,Cancelled
ORD-90078,CUST-1002,PROD-5026,2026-06-04 12:14:39,2,9498.1,Cancelled
ORD-90683,CUST-1092,PROD-5020,2026-06-04 12:46:47,2,6298.2,Delivered
ORD-90292,CUST-1047,PROD-5044,2026-06-05 04:09:38,2,1598.0,Delivered
ORD-90283,CUST-1124,PROD-5005,2026-06-05 07:11:43,5,74245.5,Cancelled
ORD-90501,CUST-1043,PROD-5041,2026-06-05 12:20:36,1,936.0,Delivered
ORD-90350,CUST-1049,PROD-5046,2026-06-05 14:53:04,1,474.05,In-Transit
ORD-90334,CUST-1058,PROD-5043,2026-06-05 16:35:42,1,1979.1,Delivered
ORD-90680,CUST-1080,PROD-5040,2026-06-05 18:38:15,1,1975.0,Delivered
ORD-90439,CUST-1186,PROD-5044,2026-06-06 12:57:49,3,2277.15,Delivered
ORD-90326,CUST-1096,PROD-5053,2026-06-06 13:12:13,1,370.5,In-Transit
ORD-90307,CUST-1176,PROD-5009,2026-06-06 13:15:02,5,175275.0,Cancelled
ORD-90590,CUST-1074,PROD-5001,2026-06-06 15:45:37,2,2598.0,Delivered
ORD-90137,CUST-1125,PROD-5051,2026-06-06 17:56:33,3,1012.5,Delivered
ORD-90702,CUST-1112,PROD-5046,2026-06-06 20:23:21,5,2370.25,Delivered
ORD-90017,CUST-1064,PROD-5030,2026-06-07 05:13:16,1,495.0,Cancelled
ORD-90467,CUST-1150,PROD-5023,2026-06-07 11:21:04,4,8780.0,Delivered
ORD-90014,CUST-1168,PROD-5056,2026-06-07 12:43:30,1,112.0,Delivered
ORD-90097,CUST-1187,PROD-5010,2026-06-07 15:19:45,1,1805.0,Delivered
ORD-90122,CUST-1116,PROD-5017,2026-06-07 16:29:11,3,11997.0,Cancelled
ORD-90380,CUST-1104,PROD-5006,2026-06-07 20:20:08,1,9499.0,Delivered
ORD-90428,CUST-1133,PROD-5026,2026-06-08 12:37:26,2,9998.0,Cancelled
ORD-90052,CUST-1065,PROD-5053,2026-06-08 19:48:54,1,370.5,Delivered
ORD-90712,CUST-1116,PROD-5025,2026-06-08 23:51:06,1,1519.05,Delivered
ORD-90066,CUST-1126,PROD-5015,2026-06-09 02:12:01,1,1795.5,Delivered
ORD-90378,CUST-1147,PROD-5036,2026-06-09 12:47:59,1,151.2,Delivered
ORD-90070,CUST-1079,PROD-5029,2026-06-09 21:20:13,2,56.0,Delivered
ORD-90555,CUST-1164,PROD-5004,2026-06-10 02:02:14,1,799.2,Delivered
ORD-90496,CUST-1086,PROD-5017,2026-06-10 02:12:17,1,3799.05,Cancelled
ORD-90687,CUST-1067,PROD-5059,2026-06-10 13:47:48,1,1799.1,Delivered
ORD-90489,CUST-1193,PROD-5024,2026-06-10 21:23:12,3,4050.0,Delivered
ORD-90488,CUST-1157,PROD-5022,2026-06-11 01:19:48,1,2754.05,Delivered
ORD-90553,CUST-1066,PROD-5004,2026-06-11 03:20:00,1,899.1,Delivered
ORD-90714,CUST-1140,PROD-5037,2026-06-11 06:12:15,1,899.0,Delivered
ORD-90172,CUST-1146,PROD-5011,2026-06-11 09:32:57,1,1799.1,In-Transit
ORD-90459,CUST-1068,PROD-5015,2026-06-12 00:13:01,1,1890.0,Delivered
ORD-90187,CUST-1180,PROD-5058,2026-06-12 07:56:18,1,1169.1,Delivered
ORD-90400,CUST-1187,PROD-5042,2026-06-12 10:54:51,4,3400.0,Cancelled
ORD-90027,CUST-1039,PROD-5020,2026-06-13 02:25:53,1,3324.05,Delivered
ORD-90520,CUST-1166,PROD-5025,2026-06-13 11:16:34,1,1599.0,Delivered
ORD-90339,CUST-1141,PROD-5042,2026-06-13 12:34:44,1,850.0,Delivered
ORD-90041,CUST-1085,PROD-5015,2026-06-13 18:10:53,1,1890.0,Delivered
ORD-90067,CUST-1150,PROD-5043,2026-06-13 19:16:02,1,1979.1,Cancelled
ORD-90634,CUST-1097,PROD-5036,2026-06-13 21:45:26,1,168.0,Delivered
ORD-90026,CUST-1165,PROD-5043,2026-06-14 00:18:33,2,4398.0,Delivered
ORD-90246,CUST-1095,PROD-5057,2026-06-14 01:39:48,1,213.75,Delivered
ORD-90473,CUST-1067,PROD-5005,2026-06-14 07:23:11,1,13199.2,Delivered
ORD-90706,CUST-1082,PROD-5046,2026-06-14 07:55:44,1,474.05,Delivered
ORD-90729,CUST-1106,PROD-5050,2026-06-14 09:41:15,1,712.5,Delivered
ORD-90151,CUST-1151,PROD-5047,2026-06-14 13:43:06,1,1661.55,Cancelled
ORD-90327,CUST-1070,PROD-5054,2026-06-14 21:33:52,2,2802.5,Delivered
ORD-90256,CUST-1018,PROD-5006,2026-06-15 08:40:23,1,9024.05,Cancelled
ORD-90552,CUST-1147,PROD-5042,2026-06-15 11:00:06,2,1615.0,Delivered
ORD-90532,CUST-1054,PROD-5031,2026-06-15 13:26:39,2,480.0,Delivered
ORD-90394,CUST-1081,PROD-5002,2026-06-15 15:12:36,2,3798.1,Delivered
ORD-90069,CUST-1040,PROD-5048,2026-06-15 15:46:12,1,499.0,Delivered
ORD-90260,CUST-1138,PROD-5057,2026-06-15 18:32:47,3,675.0,Delivered
ORD-90737,CUST-1168,PROD-5038,2026-06-15 22:54:31,1,2969.1,Delivered
ORD-90749,CUST-1052,PROD-5040,2026-06-16 05:48:32,1,1876.25,Delivered
ORD-90600,CUST-1086,PROD-5032,2026-06-16 09:22:33,2,1300.0,Delivered
ORD-90580,CUST-1075,PROD-5051,2026-06-16 13:40:32,1,375.0,Delivered
ORD-90483,CUST-1131,PROD-5018,2026-06-17 06:15:10,1,1139.05,Delivered
ORD-90160,CUST-1016,PROD-5051,2026-06-17 06:41:52,1,337.5,Delivered
ORD-90092,CUST-1174,PROD-5042,2026-06-17 14:21:13,4,3400.0,Cancelled
ORD-90088,CUST-1123,PROD-5038,2026-06-17 19:53:13,1,2639.2,Cancelled
ORD-90308,CUST-1043,PROD-5059,2026-06-18 07:56:28,1,1999.0,In-Transit
ORD-90468,CUST-1050,PROD-5030,2026-06-18 10:34:24,1,495.0,Delivered
ORD-90102,CUST-1060,PROD-5052,2026-06-18 15:39:28,1,449.0,Delivered
ORD-90465,CUST-1172,PROD-5026,2026-06-18 17:32:18,1,4749.05,Cancelled
ORD-90435,CUST-1047,PROD-5034,2026-06-18 17:33:48,1,759.05,Delivered
ORD-90690,CUST-1131,PROD-5007,2026-06-18 18:38:01,2,35998.2,Delivered
ORD-90267,CUST-1055,PROD-5059,2026-06-19 01:33:05,2,3598.2,Cancelled
ORD-90276,CUST-1069,PROD-5042,2026-06-19 12:26:30,1,722.5,In-Transit
ORD-90332,CUST-1029,PROD-5057,2026-06-19 20:43:24,1,225.0,Delivered
ORD-90049,CUST-1137,PROD-5036,2026-06-19 20:58:35,1,159.6,Delivered
ORD-90497,CUST-1089,PROD-5002,2026-06-19 22:56:41,1,1699.15,In-Transit
ORD-90073,CUST-1004,PROD-5019,2026-06-20 08:29:40,1,1499.0,In-Transit
ORD-90233,CUST-1043,PROD-5057,2026-06-20 09:28:08,1,213.75,Delivered
ORD-90258,CUST-1108,PROD-5008,2026-06-20 11:26:29,1,1614.05,Delivered
ORD-90096,CUST-1027,PROD-5019,2026-06-20 18:35:09,3,4497.0,Cancelled
ORD-90329,CUST-1041,PROD-5007,2026-06-20 18:49:46,3,56997.15,Delivered
ORD-90315,CUST-1180,PROD-5009,2026-06-21 07:52:10,2,73800.0,Delivered
ORD-90441,CUST-1130,PROD-5044,2026-06-21 12:23:11,2,1438.2,Delivered
ORD-90012,CUST-1187,PROD-5042,2026-06-21 15:01:43,1,722.5,Delivered
ORD-90145,CUST-1031,PROD-5056,2026-06-22 00:07:32,2,266.0,Delivered
ORD-90087,CUST-1040,PROD-5046,2026-06-22 03:55:09,2,998.0,In-Transit
ORD-90447,CUST-1148,PROD-5007,2026-06-22 14:55:27,1,18999.05,Delivered
ORD-90711,CUST-1179,PROD-5039,2026-06-22 15:55:30,1,949.05,Delivered
ORD-90651,CUST-1181,PROD-5019,2026-06-22 22:12:50,1,1499.0,Delivered
ORD-90139,CUST-1117,PROD-5001,2026-06-23 01:41:21,1,1169.1,Delivered
ORD-90445,CUST-1179,PROD-5034,2026-06-23 07:04:51,1,679.15,Cancelled
ORD-90170,CUST-1086,PROD-5052,2026-06-23 08:47:51,1,449.0,Delivered
ORD-90079,CUST-1113,PROD-5022,2026-06-23 14:49:01,2,4928.3,In-Transit
ORD-90491,CUST-1061,PROD-5036,2026-06-23 22:17:07,3,504.0,Cancelled
ORD-90301,CUST-1034,PROD-5040,2026-06-24 05:14:30,1,1876.25,In-Transit
ORD-90239,CUST-1156,PROD-5057,2026-06-24 07:31:13,1,225.0,Delivered
ORD-90575,CUST-1086,PROD-5023,2026-06-24 08:00:18,1,1865.75,Cancelled
ORD-90411,CUST-1190,PROD-5042,2026-06-24 16:29:07,1,807.5,Delivered
ORD-90223,CUST-1041,PROD-5047,2026-06-24 19:57:15,2,2798.4,Delivered
ORD-90325,CUST-1085,PROD-5023,2026-06-24 23:53:50,4,8780.0,Cancelled
ORD-90541,CUST-1194,PROD-5023,2026-06-25 04:34:41,2,4390.0,Delivered
ORD-90587,CUST-1090,PROD-5040,2026-06-25 20:50:54,1,1876.25,In-Transit
ORD-90371,CUST-1200,PROD-5056,2026-06-26 00:49:37,2,238.0,Delivered
ORD-90696,CUST-1025,PROD-5053,2026-06-26 10:51:28,1,312.0,Delivered
ORD-90726,CUST-1039,PROD-5043,2026-06-26 17:33:16,1,2199.0,Cancelled
ORD-90253,CUST-1031,PROD-5049,2026-06-27 04:40:36,1,279.2,In-Transit
ORD-90235,CUST-1058,PROD-5011,2026-06-27 15:09:06,1,1699.15,Delivered
ORD-90197,CUST-1104,PROD-5055,2026-06-27 19:24:36,1,189.05,Delivered
ORD-90546,CUST-1139,PROD-5024,2026-06-28 04:09:41,1,1215.0,Delivered
ORD-90424,CUST-1121,PROD-5059,2026-06-28 06:47:31,3,5997.0,Delivered
ORD-90485,CUST-1199,PROD-5012,2026-06-28 18:41:16,5,20205.0,Delivered
ORD-90108,CUST-1091,PROD-5055,2026-06-28 21:47:05,1,169.15,Delivered
ORD-90138,CUST-1161,PROD-5051,2026-06-29 05:48:22,1,300.0,Delivered
ORD-90472,CUST-1118,PROD-5044,2026-06-29 11:06:46,3,2037.45,Delivered
ORD-90043,CUST-1190,PROD-5032,2026-06-29 11:37:07,1,585.0,Delivered
ORD-90531,CUST-1009,PROD-5013,2026-06-29 11:38:42,2,2998.0,Delivered
ORD-90008,CUST-1015,PROD-5036,2026-06-29 18:50:20,2,336.0,Delivered
ORD-90527,CUST-1128,PROD-5024,2026-06-30 00:55:34,2,2700.0,Delivered
ORD-90322,CUST-1076,PROD-5017,2026-06-30 03:41:21,1,3399.15,Cancelled
ORD-90280,CUST-1065,PROD-5014,2026-06-30 14:58:13,1,2365.5,Delivered
ORD-90674,CUST-1023,PROD-5022,2026-06-30 15:47:57,3,8697.0,Cancelled
ORD-90544,CUST-1083,PROD-5047,2026-06-30 22:52:39,1,1486.65,In-Transit
ORD-90337,CUST-1041,PROD-5033,2026-07-01 03:02:41,3,701.25,Delivered
ORD-90002,CUST-1180,PROD-5036,2026-07-01 10:13:04,2,285.6,Cancelled
ORD-90492,CUST-1190,PROD-5010,2026-07-01 20:16:45,2,3800.0,Delivered
ORD-90261,CUST-1147,PROD-5039,2026-07-01 20:33:25,1,999.0,Delivered
ORD-90617,CUST-1100,PROD-5032,2026-07-02 00:17:12,1,650.0,Delivered
ORD-90277,CUST-1175,PROD-5001,2026-07-02 01:27:11,3,3507.3,Delivered
ORD-90660,CUST-1123,PROD-5059,2026-07-02 03:19:56,2,3598.2,Delivered
ORD-90511,CUST-1084,PROD-5056,2026-07-02 11:02:30,1,119.0,In-Transit
ORD-90098,CUST-1124,PROD-5023,2026-07-02 11:04:41,1,1975.5,Delivered
ORD-90033,CUST-1144,PROD-5014,2026-07-03 02:08:20,1,2116.5,Delivered
ORD-90234,CUST-1026,PROD-5054,2026-07-03 02:34:54,2,2802.5,Cancelled
ORD-90412,CUST-1085,PROD-5057,2026-07-03 04:44:51,1,213.75,Delivered
ORD-90362,CUST-1091,PROD-5036,2026-07-03 06:41:09,1,134.4,Delivered
ORD-90437,CUST-1156,PROD-5031,2026-07-03 12:44:14,1,204.0,Delivered
ORD-90238,CUST-1158,PROD-5058,2026-07-03 17:42:59,2,2468.1,Delivered
ORD-90670,CUST-1049,PROD-5022,2026-07-03 21:08:33,2,5508.1,Cancelled
ORD-90471,CUST-1097,PROD-5037,2026-07-03 21:52:43,2,1618.2,In-Transit
ORD-90114,CUST-1092,PROD-5001,2026-07-04 02:26:28,1,1104.15,In-Transit
ORD-90209,CUST-1140,PROD-5051,2026-07-04 02:46:12,1,356.25,Delivered
ORD-90695,CUST-1183,PROD-5037,2026-07-04 11:51:41,1,854.05,Delivered
ORD-90688,CUST-1084,PROD-5030,2026-07-04 15:56:45,1,470.25,Delivered
ORD-90540,CUST-1028,PROD-5009,2026-07-04 17:30:45,1,29520.0,Cancelled
ORD-90044,CUST-1185,PROD-5035,2026-07-04 19:43:08,1,369.75,In-Transit
ORD-90130,CUST-1174,PROD-5026,2026-07-05 01:02:34,1,4499.1,Delivered
ORD-90554,CUST-1054,PROD-5042,2026-07-05 10:06:56,3,2167.5,Delivered
ORD-90517,CUST-1003,PROD-5045,2026-07-05 12:34:03,4,24696.2,Delivered
ORD-90185,CUST-1061,PROD-5027,2026-07-05 13:01:14,4,1728.0,Delivered
ORD-90075,CUST-1078,PROD-5018,2026-07-05 18:07:26,1,1199.0,Delivered
ORD-90639,CUST-1002,PROD-5039,2026-07-05 19:43:19,1,949.05,Delivered
ORD-90320,CUST-1147,PROD-5043,2026-07-05 22:41:30,1,2199.0,Delivered
ORD-90115,CUST-1130,PROD-5042,2026-07-06 02:43:36,1,807.5,Delivered
ORD-90549,CUST-1135,PROD-5044,2026-07-06 14:44:49,2,1598.0,Delivered
ORD-90352,CUST-1130,PROD-5009,2026-07-06 20:42:35,1,33210.0,Delivered
ORD-90086,CUST-1105,PROD-5044,2026-07-06 22:55:17,1,799.0,Delivered
ORD-90156,CUST-1029,PROD-5016,2026-07-07 00:13:24,1,12999.0,In-Transit
ORD-90429,CUST-1155,PROD-5001,2026-07-07 10:43:47,3,3702.15,Delivered
ORD-90050,CUST-1074,PROD-5002,2026-07-07 12:29:46,2,3598.2,Cancelled
ORD-90578,CUST-1039,PROD-5021,2026-07-07 13:21:40,2,2598.0,Delivered
ORD-90396,CUST-1092,PROD-5060,2026-07-07 15:23:24,1,1619.1,Delivered
ORD-90005,CUST-1141,PROD-5058,2026-07-08 03:44:25,1,1234.05,Delivered
ORD-90669,CUST-1024,PROD-5029,2026-07-08 06:06:22,1,26.6,Delivered
ORD-90456,CUST-1026,PROD-5014,2026-07-08 17:03:09,1,2490.0,Delivered
ORD-90386,CUST-1096,PROD-5033,2026-07-08 18:52:46,1,275.0,In-Transit
ORD-90374,CUST-1045,PROD-5048,2026-07-09 18:41:59,1,499.0,Delivered
ORD-90387,CUST-1050,PROD-5021,2026-07-09 18:55:22,1,1299.0,In-Transit
ORD-90678,CUST-1160,PROD-5036,2026-07-09 19:41:46,1,159.6,Delivered
ORD-90625,CUST-1143,PROD-5025,2026-07-10 05:19:28,2,2558.4,Delivered
ORD-90252,CUST-1147,PROD-5058,2026-07-10 08:32:37,2,2338.2,Delivered
ORD-90154,CUST-1078,PROD-5014,2026-07-10 12:53:08,1,2490.0,Delivered
ORD-90462,CUST-1169,PROD-5060,2026-07-10 14:46:09,1,1799.0,Delivered
ORD-90662,CUST-1191,PROD-5004,2026-07-11 04:22:38,1,899.1,Delivered
ORD-90074,CUST-1063,PROD-5037,2026-07-11 04:31:23,1,854.05,Delivered
ORD-90425,CUST-1027,PROD-5046,2026-07-11 05:46:25,1,499.0,Cancelled
ORD-90347,CUST-1075,PROD-5036,2026-07-11 08:37:36,1,168.0,In-Transit
ORD-90317,CUST-1200,PROD-5017,2026-07-11 14:02:15,5,18995.25,Delivered
ORD-90269,CUST-1200,PROD-5055,2026-07-11 19:21:03,3,597.0,Delivered
ORD-90740,CUST-1106,PROD-5007,2026-07-11 23:54:32,1,18999.05,Delivered
ORD-90221,CUST-1029,PROD-5055,2026-07-12 04:42:42,3,477.6,Delivered
ORD-90733,CUST-1068,PROD-5010,2026-07-13 00:02:22,3,5700.0,In-Transit
ORD-90303,CUST-1083,PROD-5049,2026-07-13 02:47:48,1,314.1,Delivered
ORD-90735,CUST-1025,PROD-5059,2026-07-13 04:00:23,1,1599.2,Delivered
ORD-90732,CUST-1193,PROD-5060,2026-07-13 09:43:37,1,1619.1,Delivered
ORD-90388,CUST-1198,PROD-5035,2026-07-13 12:55:09,1,435.0,Delivered
ORD-90514,CUST-1164,PROD-5041,2026-07-13 15:36:51,1,1040.0,Delivered
ORD-90363,CUST-1173,PROD-5048,2026-07-13 16:10:02,1,424.15,Cancelled
ORD-90493,CUST-1162,PROD-5034,2026-07-13 16:32:21,2,1438.2,Delivered
ORD-90661,CUST-1161,PROD-5030,2026-07-14 06:27:00,3,1410.75,Cancelled
ORD-90470,CUST-1132,PROD-5017,2026-07-14 10:48:41,2,7598.1,Delivered
ORD-90414,CUST-1036,PROD-5058,2026-07-14 14:08:31,1,1169.1,Delivered
ORD-90608,CUST-1177,PROD-5046,2026-07-14 17:06:37,3,1422.15,In-Transit
ORD-90417,CUST-1140,PROD-5058,2026-07-14 19:04:39,1,1169.1,Delivered
ORD-90062,CUST-1174,PROD-5058,2026-07-14 23:12:12,1,1169.1,Delivered
ORD-90484,CUST-1109,PROD-5031,2026-07-15 00:09:40,1,240.0,Cancelled
ORD-90607,CUST-1036,PROD-5038,2026-07-15 02:53:30,2,6598.0,Delivered
ORD-90481,CUST-1196,PROD-5055,2026-07-15 03:27:05,4,676.6,Delivered
ORD-90361,CUST-1046,PROD-5033,2026-07-15 08:11:36,2,550.0,Delivered
ORD-90237,CUST-1188,PROD-5005,2026-07-16 05:25:13,4,52796.8,Delivered
ORD-90739,CUST-1047,PROD-5021,2026-07-16 08:03:34,1,1299.0,Delivered
ORD-90692,CUST-1159,PROD-5016,2026-07-16 09:37:39,1,12349.05,Delivered
ORD-90318,CUST-1042,PROD-5003,2026-07-16 10:30:42,1,1799.0,In-Transit
ORD-90581,CUST-1191,PROD-5004,2026-07-16 10:34:31,1,999.0,Delivered
ORD-90592,CUST-1193,PROD-5017,2026-07-16 13:35:37,1,3599.1,Delivered
ORD-90206,CUST-1106,PROD-5057,2026-07-16 22:23:42,1,225.0,Delivered
ORD-90273,CUST-1122,PROD-5038,2026-07-17 01:24:04,1,3299.0,In-Transit
ORD-90101,CUST-1133,PROD-5012,2026-07-17 04:05:18,1,4265.5,In-Transit
ORD-90370,CUST-1176,PROD-5021,2026-07-17 05:05:13,1,1169.1,Delivered
ORD-90476,CUST-1088,PROD-5005,2026-07-17 16:23:50,4,62696.2,Delivered
ORD-90569,CUST-1142,PROD-5033,2026-07-18 00:39:12,1,261.25,Delivered
ORD-90071,CUST-1111,PROD-5029,2026-07-18 03:44:18,1,26.6,Delivered
ORD-90029,CUST-1106,PROD-5027,2026-07-18 05:08:40,1,513.0,Delivered
ORD-90453,CUST-1142,PROD-5051,2026-07-18 06:25:49,1,356.25,Delivered
ORD-90336,CUST-1099,PROD-5010,2026-07-18 10:04:21,3,5130.0,Delivered
ORD-90519,CUST-1049,PROD-5027,2026-07-18 20:22:21,1,540.0,Delivered
ORD-90368,CUST-1191,PROD-5042,2026-07-18 23:42:37,1,807.5,Cancelled
ORD-90224,CUST-1045,PROD-5046,2026-07-19 03:00:14,2,798.4,Cancelled
ORD-90039,CUST-1106,PROD-5003,2026-07-19 05:33:18,3,4857.3,Delivered
ORD-90216,CUST-1145,PROD-5010,2026-07-19 08:16:39,4,6460.0,Cancelled
ORD-90148,CUST-1018,PROD-5034,2026-07-19 09:07:38,1,719.1,Delivered
ORD-90083,CUST-1094,PROD-5008,2026-07-19 11:44:01,1,1359.2,Delivered
ORD-90053,CUST-1104,PROD-5030,2026-07-19 17:06:03,1,445.5,Delivered
ORD-90494,CUST-1144,PROD-5055,2026-07-20 06:18:02,1,199.0,Delivered
ORD-90297,CUST-1088,PROD-5027,2026-07-20 13:36:46,3,1296.0,Delivered
ORD-90426,CUST-1149,PROD-5035,2026-07-20 17:08:20,1,391.5,Delivered
ORD-90701,CUST-1082,PROD-5020,2026-07-20 17:40:50,2,6298.2,In-Transit
ORD-90583,CUST-1102,PROD-5042,2026-07-20 22:35:38,1,765.0,Cancelled
ORD-90288,CUST-1150,PROD-5046,2026-07-21 01:54:39,2,998.0,Delivered
ORD-90482,CUST-1081,PROD-5032,2026-07-21 13:27:15,3,1852.5,In-Transit
ORD-90094,CUST-1149,PROD-5045,2026-07-21 16:47:28,1,6174.05,Delivered
ORD-90498,CUST-1051,PROD-5037,2026-07-21 19:51:45,1,854.05,In-Transit
ORD-90574,CUST-1010,PROD-5047,2026-07-21 21:40:36,1,1574.1,In-Transit
ORD-90454,CUST-1065,PROD-5020,2026-07-22 04:02:58,1,3149.1,Cancelled
ORD-90354,CUST-1046,PROD-5045,2026-07-22 08:15:31,1,5524.15,Delivered
ORD-90715,CUST-1095,PROD-5008,2026-07-22 16:14:54,1,1529.1,Delivered
ORD-90133,CUST-1125,PROD-5021,2026-07-23 00:06:33,1,1169.1,Cancelled
ORD-90200,CUST-1166,PROD-5006,2026-07-23 01:49:32,1,8074.15,Delivered
ORD-90040,CUST-1142,PROD-5060,2026-07-23 09:47:09,1,1709.05,Delivered
ORD-90353,CUST-1111,PROD-5054,2026-07-23 14:51:36,1,1401.25,In-Transit
ORD-90451,CUST-1110,PROD-5042,2026-07-23 16:01:22,1,722.5,Delivered
ORD-90222,CUST-1170,PROD-5026,2026-07-23 19:02:08,1,4999.0,Delivered
ORD-90504,CUST-1093,PROD-5048,2026-07-23 23:14:39,1,474.05,Delivered
ORD-90159,CUST-1019,PROD-5002,2026-07-24 01:18:44,1,1999.0,Delivered
ORD-90225,CUST-1058,PROD-5043,2026-07-24 08:42:23,2,4178.1,Cancelled
ORD-90446,CUST-1098,PROD-5023,2026-07-24 09:09:46,2,3731.5,Cancelled
ORD-90215,CUST-1179,PROD-5023,2026-07-24 20:52:51,1,1975.5,In-Transit
ORD-90573,CUST-1177,PROD-5045,2026-07-24 21:26:16,2,12998.0,Delivered
ORD-90682,CUST-1181,PROD-5039,2026-07-25 02:26:39,1,899.1,Delivered
ORD-90077,CUST-1161,PROD-5032,2026-07-25 07:20:18,1,617.5,Delivered
ORD-90586,CUST-1083,PROD-5023,2026-07-25 07:40:05,2,3951.0,Delivered
ORD-90311,CUST-1160,PROD-5004,2026-07-25 07:53:12,5,4495.5,Delivered
ORD-90255,CUST-1161,PROD-5010,2026-07-25 13:07:23,1,1615.0,In-Transit
ORD-90728,CUST-1022,PROD-5010,2026-07-25 15:26:11,4,7600.0,Delivered
ORD-90697,CUST-1028,PROD-5044,2026-07-25 19:27:02,2,1518.1,Delivered
ORD-90107,CUST-1164,PROD-5021,2026-07-25 22:05:08,1,1234.05,Delivered
ORD-90598,CUST-1081,PROD-5032,2026-07-25 22:43:03,1,650.0,Delivered
ORD-90448,CUST-1022,PROD-5019,2026-07-26 04:14:39,3,4272.15,Delivered
ORD-90243,CUST-1170,PROD-5041,2026-07-26 13:12:25,1,1040.0,Delivered
ORD-90643,CUST-1148,PROD-5054,2026-07-27 03:30:50,1,1180.0,Delivered
ORD-90743,CUST-1031,PROD-5006,2026-07-27 10:02:24,1,8549.1,In-Transit
ORD-90616,CUST-1129,PROD-5055,2026-07-27 10:09:39,1,179.1,Delivered
ORD-90606,CUST-1080,PROD-5059,2026-07-27 13:13:24,1,1899.05,Delivered
ORD-90503,CUST-1182,PROD-5018,2026-07-27 13:17:54,1,1199.0,Delivered
ORD-90355,CUST-1169,PROD-5039,2026-07-27 16:54:50,3,2847.15,Delivered
ORD-90564,CUST-1186,PROD-5021,2026-07-28 03:24:42,1,1234.05,Delivered
ORD-90330,CUST-1113,PROD-5012,2026-07-28 16:58:20,1,4265.5,Delivered
ORD-90521,CUST-1133,PROD-5049,2026-07-29 01:47:40,2,628.2,Delivered
ORD-90500,CUST-1021,PROD-5025,2026-07-29 03:52:49,1,1439.1,Delivered
ORD-90205,CUST-1039,PROD-5003,2026-07-29 05:56:38,1,1799.0,Delivered
ORD-90109,CUST-1077,PROD-5059,2026-07-29 07:42:19,1,1799.1,Delivered
ORD-90655,CUST-1054,PROD-5052,2026-07-29 11:32:35,5,2132.75,Delivered
ORD-90700,CUST-1075,PROD-5025,2026-07-29 12:46:27,1,1599.0,Delivered
ORD-90367,CUST-1116,PROD-5007,2026-07-29 15:16:30,3,53997.3,Cancelled
ORD-90048,CUST-1164,PROD-5043,2026-07-29 17:11:18,3,5937.3,Delivered
ORD-90559,CUST-1064,PROD-5037,2026-07-31 10:13:33,4,3416.2,Delivered
ORD-90377,CUST-1199,PROD-5060,2026-07-31 10:25:11,1,1619.1,Delivered
ORD-90149,CUST-1185,PROD-5014,2026-07-31 23:03:54,2,4233.0,Delivered
ORD-90641,CUST-1072,PROD-5040,2026-08-01 01:39:12,1,1678.75,Delivered
ORD-90513,CUST-1153,PROD-5030,2026-08-01 12:53:40,2,841.5,Delivered
ORD-90124,CUST-1182,PROD-5040,2026-08-01 20:55:29,1,1777.5,Cancelled
ORD-90718,CUST-1020,PROD-5044,2026-08-02 01:11:54,1,759.05,Delivered
ORD-90399,CUST-1140,PROD-5019,2026-08-02 02:52:01,1,1349.1,In-Transit
ORD-90134,CUST-1188,PROD-5030,2026-08-02 06:34:16,2,940.5,Delivered
ORD-90523,CUST-1075,PROD-5008,2026-08-02 16:08:06,1,1614.05,Delivered
ORD-90188,CUST-1130,PROD-5009,2026-08-02 17:38:25,2,73800.0,Delivered
ORD-90656,CUST-1144,PROD-5052,2026-08-02 18:58:54,1,404.1,Delivered
ORD-90289,CUST-1176,PROD-5035,2026-08-02 22:45:24,2,739.5,Delivered
ORD-90228,CUST-1157,PROD-5015,2026-08-03 04:58:12,1,1512.0,Delivered
ORD-90383,CUST-1115,PROD-5016,2026-08-03 17:10:07,1,11699.1,In-Transit
ORD-90207,CUST-1108,PROD-5013,2026-08-03 18:58:40,3,4272.15,Delivered
ORD-90152,CUST-1064,PROD-5018,2026-08-04 04:08:58,1,1139.05,Delivered
ORD-90403,CUST-1106,PROD-5058,2026-08-04 10:15:32,3,3897.0,Delivered
ORD-90201,CUST-1017,PROD-5013,2026-08-04 10:31:01,1,1499.0,In-Transit
ORD-90282,CUST-1096,PROD-5036,2026-08-04 16:49:58,1,168.0,Delivered
