payment_id,order_id,payment_method,gateway_name,payment_status,pg_metadata
PAY-4119,ORD-90585,UPI,Razorpay,Success,"{""bank_reference_no"": ""AXIS2086680310"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""61.10.41.149""}"
PAY-4120,ORD-90106,UPI,Razorpay,Success,"{""bank_reference_no"": ""HDFC4360257078"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""125.1.111.247""}"
PAY-4121,ORD-90316,COD,PayU,Success,"{""bank_reference_no"": ""YESB4870516577"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""115.20.211.68""}"
PAY-4122,ORD-90632,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC1389894192"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""43.217.126.190""}"
PAY-4123,ORD-90173,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""YESB6788913862"", ""error_code"": null, ""processing_fee_inr"": 21.81, ""merchant_vpa"": null, ""ip_address"": ""99.223.163.130""}"
PAY-4124,ORD-90006,Credit Card,PayU,Success,"{""bank_reference_no"": ""YESB3449142215"", ""error_code"": null, ""processing_fee_inr"": 0.64, ""merchant_vpa"": null, ""ip_address"": ""125.33.202.105""}"
PAY-4125,ORD-90110,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""YESB2210565696"", ""error_code"": null, ""processing_fee_inr"": 57.67, ""merchant_vpa"": null, ""ip_address"": ""192.70.54.54""}"
PAY-4126,ORD-90637,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC7333854872"", ""error_code"": null, ""processing_fee_inr"": 181.97, ""merchant_vpa"": null, ""ip_address"": ""55.24.172.232""}"
PAY-4127,ORD-90654,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC8880157546"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""104.57.243.162""}"
PAY-4128,ORD-90431,COD,BillDesk,Success,"{""bank_reference_no"": ""ICIC3208691233"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""136.25.239.107""}"
PAY-4129,ORD-90536,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC3001032544"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""124.55.213.171""}"
PAY-4130,ORD-90349,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""SBIN8321763524"", ""error_code"": null, ""processing_fee_inr"": 90.57, ""merchant_vpa"": null, ""ip_address"": ""5.2.158.210""}"
PAY-4131,ORD-90648,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS5791992101"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""159.106.142.124""}"
PAY-4132,ORD-90351,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS7044231107"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""64.200.244.208""}"
PAY-4133,ORD-90703,COD,BillDesk,Pending,"{""bank_reference_no"": ""PEND8211813187"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""158.10.153.120""}"
PAY-4134,ORD-90291,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC6997362444"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""26.231.16.35""}"
PAY-4135,ORD-90652,Credit Card,Razorpay,Failed,"{""bank_reference_no"": ""FAIL6990669614"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""96.105.56.50""}"
PAY-4136,ORD-90582,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC5572896413"", ""error_code"": null, ""processing_fee_inr"": 232.47, ""merchant_vpa"": null, ""ip_address"": ""123.210.99.174""}"
PAY-4137,ORD-90219,UPI,BillDesk,Failed,"{""bank_reference_no"": ""FAIL8894618608"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""68.46.150.56""}"
PAY-4138,ORD-90189,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""AXIS6824393594"", ""error_code"": null, ""processing_fee_inr"": 36.65, ""merchant_vpa"": null, ""ip_address"": ""36.189.195.37""}"
PAY-4139,ORD-90440,COD,BillDesk,Failed,"{""bank_reference_no"": ""FAIL2952641348"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""131.110.84.192""}"
PAY-4140,ORD-90328,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC1578138594"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""108.220.130.161""}"
PAY-4141,ORD-90357,UPI,Razorpay,Success,"{""bank_reference_no"": ""HDFC6064177433"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""79.226.92.80""}"
PAY-4142,ORD-90512,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""ICIC3676763729"", ""error_code"": null, ""processing_fee_inr"": 1.75, ""merchant_vpa"": null, ""ip_address"": ""90.162.152.91""}"
PAY-4143,ORD-90629,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS6162257572"", ""error_code"": null, ""processing_fee_inr"": 7.24, ""merchant_vpa"": null, ""ip_address"": ""142.113.168.114""}"
PAY-4144,ORD-90167,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB3347715190"", ""error_code"": null, ""processing_fee_inr"": 18.63, ""merchant_vpa"": null, ""ip_address"": ""188.44.14.139""}"
PAY-4145,ORD-90710,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC6942645060"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""30.42.197.61""}"
PAY-4146,ORD-90111,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS2974208537"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""59.113.242.177""}"
PAY-4147,ORD-90707,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC7405856143"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""35.218.208.52""}"
PAY-4148,ORD-90198,UPI,BillDesk,Failed,"{""bank_reference_no"": ""FAIL8194175806"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""134.89.215.193""}"
PAY-4149,ORD-90060,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS5534356444"", ""error_code"": null, ""processing_fee_inr"": 82.21, ""merchant_vpa"": null, ""ip_address"": ""200.212.198.90""}"
PAY-4150,ORD-90458,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""YESB8200460216"", ""error_code"": null, ""processing_fee_inr"": 6.1, ""merchant_vpa"": null, ""ip_address"": ""144.239.246.76""}"
PAY-4151,ORD-90129,UPI,Razorpay,Failed,"{""bank_reference_no"": ""FAIL1193782303"", ""error_code"": ""ERR_INCORRECT_OTP"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""138.13.57.48""}"
PAY-4152,ORD-90664,UPI,Razorpay,Success,"{""bank_reference_no"": ""SBIN2634550216"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""113.51.119.57""}"
PAY-4153,ORD-90635,UPI,PhonePe,Failed,"{""bank_reference_no"": ""FAIL9832382243"", ""error_code"": ""ERR_TRANSACTION_TIMEOUT"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""110.137.73.184""}"
PAY-4154,ORD-90526,UPI,PhonePe,Success,"{""bank_reference_no"": ""YESB3954899995"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""31.9.133.229""}"
PAY-4155,ORD-90001,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""SBIN1729196312"", ""error_code"": null, ""processing_fee_inr"": 3.03, ""merchant_vpa"": null, ""ip_address"": ""46.208.129.177""}"
PAY-4156,ORD-90391,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB7103889958"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""50.24.14.204""}"
PAY-4157,ORD-90376,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB6654385989"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""157.14.217.104""}"
PAY-4158,ORD-90570,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB3097484316"", ""error_code"": null, ""processing_fee_inr"": 35.11, ""merchant_vpa"": null, ""ip_address"": ""78.240.106.97""}"
PAY-4159,ORD-90398,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB8161375037"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""214.84.136.246""}"
PAY-4160,ORD-90464,UPI,PhonePe,Success,"{""bank_reference_no"": ""SBIN9458627800"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""46.99.71.41""}"
PAY-4161,ORD-90538,UPI,Razorpay,Success,"{""bank_reference_no"": ""YESB6214434351"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""145.0.31.86""}"
PAY-4162,ORD-90562,UPI,PhonePe,Success,"{""bank_reference_no"": ""YESB9984890483"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""172.146.63.82""}"
PAY-4163,ORD-90268,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""YESB6741675770"", ""error_code"": null, ""processing_fee_inr"": 3.09, ""merchant_vpa"": null, ""ip_address"": ""83.175.233.112""}"
PAY-4164,ORD-90140,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS6195790140"", ""error_code"": null, ""processing_fee_inr"": 156.76, ""merchant_vpa"": null, ""ip_address"": ""146.120.152.143""}"
PAY-4165,ORD-90212,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB8748665246"", ""error_code"": null, ""processing_fee_inr"": 25.57, ""merchant_vpa"": null, ""ip_address"": ""30.255.146.224""}"
PAY-4166,ORD-90375,Credit Card,PayU,Success,"{""bank_reference_no"": ""AXIS7022836757"", ""error_code"": null, ""processing_fee_inr"": 604.23, ""merchant_vpa"": null, ""ip_address"": ""153.194.179.23""}"
PAY-4167,ORD-90644,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC3144063281"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""207.243.74.232""}"
PAY-4168,ORD-90502,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""SBIN3691907159"", ""error_code"": null, ""processing_fee_inr"": 148.72, ""merchant_vpa"": null, ""ip_address"": ""17.70.138.31""}"
PAY-4169,ORD-90061,UPI,PayU,Failed,"{""bank_reference_no"": ""FAIL8582893964"", ""error_code"": ""ERR_BANK_DECLINED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""218.80.117.88""}"
PAY-4170,ORD-90420,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC8928367839"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""129.167.197.60""}"
PAY-4171,ORD-90665,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC3582272957"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""65.83.228.191""}"
PAY-4172,ORD-90091,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC1824272995"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""198.8.159.213""}"
PAY-4173,ORD-90116,UPI,PhonePe,Failed,"{""bank_reference_no"": ""FAIL7168143900"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""139.54.83.46""}"
PAY-4174,ORD-90731,COD,PayU,Success,"{""bank_reference_no"": ""ICIC2171288962"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""30.38.190.68""}"
PAY-4175,ORD-90410,UPI,PhonePe,Success,"{""bank_reference_no"": ""YESB4661549914"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""213.206.194.81""}"
PAY-4176,ORD-90290,COD,BillDesk,Success,"{""bank_reference_no"": ""HDFC4850461711"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""198.239.150.40""}"
PAY-4177,ORD-90510,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS9146579068"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""159.120.111.127""}"
PAY-4178,ORD-90689,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS1603701279"", ""error_code"": null, ""processing_fee_inr"": 2.54, ""merchant_vpa"": null, ""ip_address"": ""195.225.74.103""}"
PAY-4179,ORD-90214,Debit Card,Razorpay,Failed,"{""bank_reference_no"": ""FAIL6376474657"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""53.84.236.191""}"
PAY-4180,ORD-90668,UPI,Razorpay,Pending,"{""bank_reference_no"": ""PEND6641054403"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""38.177.195.176""}"
PAY-4181,ORD-90461,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""ICIC9312909606"", ""error_code"": null, ""processing_fee_inr"": 5.01, ""merchant_vpa"": null, ""ip_address"": ""218.141.192.107""}"
PAY-4182,ORD-90659,UPI,PayU,Success,"{""bank_reference_no"": ""SBIN7182499837"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""63.181.195.181""}"
PAY-4183,ORD-90413,UPI,Razorpay,Success,"{""bank_reference_no"": ""AXIS7586203381"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""57.161.2.120""}"
PAY-4184,ORD-90226,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""SBIN7638924354"", ""error_code"": null, ""processing_fee_inr"": 904.73, ""merchant_vpa"": null, ""ip_address"": ""160.150.79.187""}"
PAY-4185,ORD-90392,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC6854031895"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""26.16.134.72""}"
PAY-4186,ORD-90653,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""HDFC9824750522"", ""error_code"": null, ""processing_fee_inr"": 35.92, ""merchant_vpa"": null, ""ip_address"": ""120.237.104.77""}"
PAY-4187,ORD-90727,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB6947199197"", ""error_code"": null, ""processing_fee_inr"": 18.2, ""merchant_vpa"": null, ""ip_address"": ""195.157.224.16""}"
PAY-4188,ORD-90477,Debit Card,Razorpay,Success,"{""bank_reference_no"": ""YESB4723534498"", ""error_code"": null, ""processing_fee_inr"": 77.71, ""merchant_vpa"": null, ""ip_address"": ""208.9.109.245""}"
PAY-4189,ORD-90744,UPI,BillDesk,Success,"{""bank_reference_no"": ""SBIN2292304779"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""157.145.5.63""}"
PAY-4190,ORD-90113,COD,PayU,Success,"{""bank_reference_no"": ""SBIN4823580587"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""44.1.90.52""}"
PAY-4191,ORD-90034,COD,PhonePe,Pending,"{""bank_reference_no"": ""PEND5440488015"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""15.249.211.230""}"
PAY-4192,ORD-90031,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""AXIS8460108930"", ""error_code"": null, ""processing_fee_inr"": 25.9, ""merchant_vpa"": null, ""ip_address"": ""131.77.155.127""}"
PAY-4193,ORD-90676,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC4540774757"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""102.134.40.84""}"
PAY-4194,ORD-90741,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""SBIN6698426649"", ""error_code"": null, ""processing_fee_inr"": 60.7, ""merchant_vpa"": null, ""ip_address"": ""222.5.12.8""}"
PAY-4195,ORD-90295,Debit Card,PayU,Success,"{""bank_reference_no"": ""AXIS1584511650"", ""error_code"": null, ""processing_fee_inr"": 3.02, ""merchant_vpa"": null, ""ip_address"": ""223.130.194.81""}"
PAY-4196,ORD-90199,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB1353183979"", ""error_code"": null, ""processing_fee_inr"": 918.77, ""merchant_vpa"": null, ""ip_address"": ""79.80.166.79""}"
PAY-4197,ORD-90478,Credit Card,PayU,Success,"{""bank_reference_no"": ""YESB8240255629"", ""error_code"": null, ""processing_fee_inr"": 8.76, ""merchant_vpa"": null, ""ip_address"": ""147.227.84.142""}"
PAY-4198,ORD-90619,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC2119611566"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""7.67.144.159""}"
PAY-4199,ORD-90019,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""SBIN1853254184"", ""error_code"": null, ""processing_fee_inr"": 184.02, ""merchant_vpa"": null, ""ip_address"": ""71.66.242.111""}"
PAY-4200,ORD-90343,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB1964164911"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""19.194.72.92""}"
PAY-4201,ORD-90591,COD,PayU,Success,"{""bank_reference_no"": ""HDFC9478813347"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""137.218.169.179""}"
PAY-4202,ORD-90231,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC2117369169"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""25.86.238.13""}"
PAY-4203,ORD-90402,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC1504016658"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""12.95.242.200""}"
PAY-4204,ORD-90506,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS3122353925"", ""error_code"": null, ""processing_fee_inr"": 128.91, ""merchant_vpa"": null, ""ip_address"": ""62.225.69.230""}"
PAY-4205,ORD-90275,UPI,PhonePe,Success,"{""bank_reference_no"": ""SBIN8500915689"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""192.111.153.73""}"
PAY-4206,ORD-90204,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC3577335953"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""20.160.232.48""}"
PAY-4207,ORD-90742,COD,PhonePe,Success,"{""bank_reference_no"": ""ICIC2796717941"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""40.188.141.124""}"
PAY-4208,ORD-90150,UPI,PayU,Failed,"{""bank_reference_no"": ""FAIL9487405829"", ""error_code"": ""ERR_TRANSACTION_TIMEOUT"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""216.215.4.203""}"
PAY-4209,ORD-90359,Credit Card,PayU,Success,"{""bank_reference_no"": ""SBIN8074822909"", ""error_code"": null, ""processing_fee_inr"": 11.79, ""merchant_vpa"": null, ""ip_address"": ""189.71.53.84""}"
PAY-4210,ORD-90135,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS3950008807"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""49.25.91.90""}"
PAY-4211,ORD-90750,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""YESB2100480553"", ""error_code"": null, ""processing_fee_inr"": 2.34, ""merchant_vpa"": null, ""ip_address"": ""174.67.65.21""}"
PAY-4212,ORD-90381,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC4478291959"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""191.171.34.56""}"
PAY-4213,ORD-90422,UPI,BillDesk,Success,"{""bank_reference_no"": ""SBIN9493400366"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""222.74.29.195""}"
PAY-4214,ORD-90015,Credit Card,PayU,Success,"{""bank_reference_no"": ""YESB9766565058"", ""error_code"": null, ""processing_fee_inr"": 41.73, ""merchant_vpa"": null, ""ip_address"": ""6.194.208.87""}"
PAY-4215,ORD-90344,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS1566590088"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""56.36.53.165""}"
PAY-4216,ORD-90247,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC2118435301"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""26.76.0.3""}"
PAY-4217,ORD-90605,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS8880423344"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""215.164.75.134""}"
PAY-4218,ORD-90249,Debit Card,BillDesk,Failed,"{""bank_reference_no"": ""FAIL9061380385"", ""error_code"": ""ERR_UPI_PIN_EXCEEDED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""142.242.175.225""}"
PAY-4219,ORD-90265,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""YESB6639336381"", ""error_code"": null, ""processing_fee_inr"": 291.96, ""merchant_vpa"": null, ""ip_address"": ""221.37.17.210""}"
PAY-4220,ORD-90509,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC2889740931"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""94.69.62.42""}"
PAY-4221,ORD-90558,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC1786585993"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""152.102.23.85""}"
PAY-4222,ORD-90597,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS2874452023"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""41.188.23.243""}"
PAY-4223,ORD-90463,COD,BillDesk,Success,"{""bank_reference_no"": ""HDFC7191279918"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""17.47.67.194""}"
PAY-4224,ORD-90686,COD,BillDesk,Pending,"{""bank_reference_no"": ""PEND7261030270"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""85.63.102.180""}"
PAY-4225,ORD-90346,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC2501539056"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""222.22.253.13""}"
PAY-4226,ORD-90535,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC4586098675"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""93.62.79.69""}"
PAY-4227,ORD-90123,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB3515465308"", ""error_code"": null, ""processing_fee_inr"": 10.86, ""merchant_vpa"": null, ""ip_address"": ""73.57.215.163""}"
PAY-4228,ORD-90667,COD,PayU,Success,"{""bank_reference_no"": ""AXIS4953144588"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""41.225.13.227""}"
PAY-4229,ORD-90229,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC9106182535"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""80.246.34.28""}"
PAY-4230,ORD-90285,UPI,Razorpay,Failed,"{""bank_reference_no"": ""FAIL5085458167"", ""error_code"": ""ERR_INCORRECT_OTP"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""57.112.93.229""}"
PAY-4231,ORD-90338,UPI,Razorpay,Success,"{""bank_reference_no"": ""AXIS8127667126"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""149.7.55.243""}"
PAY-4232,ORD-90082,UPI,PhonePe,Failed,"{""bank_reference_no"": ""FAIL5319901125"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""169.97.72.75""}"
PAY-4233,ORD-90035,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""SBIN1555426027"", ""error_code"": null, ""processing_fee_inr"": 64.92, ""merchant_vpa"": null, ""ip_address"": ""201.243.168.129""}"
PAY-4234,ORD-90433,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""SBIN4428015166"", ""error_code"": null, ""processing_fee_inr"": 32.68, ""merchant_vpa"": null, ""ip_address"": ""209.38.21.222""}"
PAY-4235,ORD-90165,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC7008051512"", ""error_code"": null, ""processing_fee_inr"": 12.57, ""merchant_vpa"": null, ""ip_address"": ""143.6.121.199""}"
